0,0,0,0,0
0.576,0.562,0.582,0.569,0.576
0.643,0.638,0.643,0.65,0.639
0.697,0.704,0.703,0.709,0.694
0.75,0.759,0.752,0.757,0.759
0.796,0.802,0.804,0.799,0.8
0.839,0.841,0.831,0.833,0.832
0.856,0.855,0.855,0.853,0.855
0.876,0.872,0.878,0.874,0.877
0.887,0.883,0.888,0.886,0.886
0.889,0.89,0.895,0.889,0.891
0.897,0.902,0.898,0.904,0.902
0.91,0.909,0.911,0.91,0.911
0.917,0.916,0.921,0.917,0.918
0.924,0.923,0.921,0.924,0.924
0.93,0.929,0.93,0.927,0.928
0.942,0.943,0.945,0.944,0.944
0.942,0.946,0.945,0.944,0.944
0.949,0.95,0.949,0.949,0.949
0.949,0.95,0.951,0.951,0.95
0.961,0.959,0.96,0.961,0.96
0.962,0.962,0.961,0.965,0.962
0.964,0.962,0.962,0.963,0.963
0.967,0.965,0.965,0.964,0.966
0.969,0.967,0.967,0.967,0.967
0.969,0.97,0.971,0.969,0.971
0.97,0.971,0.97,0.971,0.971
0.97,0.971,0.97,0.971,0.972
0.972,0.97,0.971,0.971,0.972
0.973,0.973,0.973,0.974,0.973
0.973,0.973,0.974,0.974,0.973
0.976,0.975,0.974,0.973,0.973
0.975,0.974,0.975,0.975,0.974
0.977,0.976,0.974,0.975,0.975
0.976,0.976,0.977,0.978,0.976
0.976,0.977,0.976,0.978,0.977
0.977,0.978,0.977,0.977,0.977
0.979,0.978,0.978,0.976,0.977
0.979,0.977,0.979,0.978,0.978
0.979,0.979,0.978,0.979,0.978
0.979,0.979,0.979,0.979,0.98
0.979,0.979,0.98,0.978,0.98
0.979,0.98,0.979,0.98,0.978
0.98,0.979,0.979,0.979,0.98
0.979,0.979,0.981,0.981,0.98
0.979,0.98,0.981,0.981,0.98
0.98,0.981,0.98,0.981,0.98
0.981,0.98,0.981,0.981,0.98
0.981,0.98,0.981,0.98,0.981
0.981,0.981,0.981,0.981,0.981
0.981,0.981,0.981,0.982,0.981
0.982,0.981,0.981,0.982,0.98
0.981,0.981,0.981,0.982,0.982
0.982,0.981,0.981,0.981,0.982
0.982,0.981,0.981,0.981,0.982
0.982,0.982,0.982,0.981,0.981
0.981,0.981,0.982,0.981,0.982
0.981,0.983,0.982,0.98,0.982
0.981,0.982,0.982,0.981,0.982
0.982,0.981,0.982,0.981,0.982
0.982,0.981,0.983,0.981,0.982
0.981,0.983,0.982,0.982,0.982
0.983,0.981,0.982,0.981,0.983
0.982,0.981,0.982,0.982,0.983
0.983,0.982,0.983,0.983,0.981
0.983,0.982,0.982,0.983,0.982
0.983,0.982,0.982,0.983,0.983
0.983,0.983,0.983,0.983,0.982
0.983,0.983,0.983,0.981,0.984
0.982,0.983,0.983,0.983,0.983
0.983,0.983,0.982,0.983,0.983
0.983,0.983,0.984,0.983,0.983
0.984,0.982,0.983,0.983,0.983
0.984,0.984,0.982,0.983,0.983
0.984,0.983,0.983,0.983,0.983
0.983,0.984,0.983,0.983,0.982
0.984,0.983,0.984,0.983,0.983
0.984,0.982,0.984,0.983,0.984
0.984,0.984,0.984,0.984,0.983
0.983,0.984,0.983,0.984,0.984
0.984,0.983,0.983,0.983,0.985
0.983,0.984,0.984,0.984,0.984
0.984,0.983,0.984,0.984,0.984
0.984,0.984,0.983,0.984,0.984
0.983,0.985,0.985,0.984,0.983
0.984,0.984,0.985,0.984,0.984
0.985,0.985,0.985,0.982,0.985
0.985,0.984,0.983,0.984,0.985
0.984,0.984,0.984,0.985,0.984
0.984,0.983,0.984,0.985,0.985
0.983,0.985,0.985,0.985,0.985
0.984,0.984,0.984,0.985,0.984
0.985,0.985,0.984,0.984,0.984
0.984,0.985,0.984,0.985,0.984
0.984,0.984,0.985,0.984,0.985
0.986,0.985,0.984,0.984,0.984
0.984,0.985,0.985,0.984,0.985
0.984,0.984,0.984,0.984,0.986
0.985,0.984,0.985,0.984,0.985
0.985,0.985,0.984,0.985,0.985
0.985,0.983,0.985,0.985,0.985
0.985,0.985,0.985,0.984,0.985
0.984,0.985,0.985,0.985,0.985
0.985,0.985,0.985,0.985,0.985
0.985,0.985,0.985,0.985,0.985
0.985,0.986,0.985,0.985,0.985
0.985,0.985,0.985,0.985,0.986
0.985,0.986,0.986,0.985,0.985
0.985,0.985,0.985,0.986,0.985
0.985,0.986,0.985,0.985,0.986
0.984,0.985,0.986,0.986,0.985
0.985,0.985,0.984,0.985,0.986
0.985,0.984,0.985,0.986,0.985
0.986,0.986,0.985,0.986,0.984
0.984,0.986,0.985,0.986,0.985
0.985,0.985,0.986,0.985,0.985
0.986,0.985,0.985,0.985,0.985
0.985,0.985,0.986,0.985,0.985
0.985,0.985,0.986,0.985,0.986
0.986,0.985,0.985,0.985,0.987
0.986,0.986,0.986,0.985,0.985
0.986,0.985,0.986,0.985,0.985
0.986,0.986,0.986,0.985,0.985
0.986,0.985,0.986,0.985,0.985
0.986,0.986,0.985,0.985,0.985
0.985,0.986,0.985,0.986,0.986
0.986,0.986,0.985,0.986,0.986
0.986,0.986,0.986,0.986,0.985
0.986,0.985,0.986,0.986,0.986
0.986,0.985,0.985,0.986,0.986
0.985,0.986,0.986,0.986,0.986
0.987,0.985,0.986,0.986,0.986
0.986,0.985,0.986,0.985,0.986
0.986,0.986,0.985,0.986,0.986
0.985,0.986,0.986,0.986,0.986
0.987,0.985,0.986,0.985,0.986
0.986,0.985,0.986,0.985,0.986
0.986,0.986,0.986,0.985,0.986
0.986,0.985,0.986,0.986,0.987
0.985,0.986,0.986,0.987,0.986
0.986,0.987,0.986,0.986,0.986
