"-3","-2.5","-2","-1.5","-1","-0.5","0","0.5","1","1.5","2"
0.973,0.973,0.973,0.973,0.973,0.973,0.972,0.97,0.968,0.964,0.947
0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.973,0.971,0.967,0.951
0.975,0.975,0.975,0.975,0.975,0.975,0.974,0.972,0.968,0.964,0.947
0.974,0.974,0.974,0.974,0.974,0.974,0.973,0.971,0.969,0.964,0.946
0.978,0.978,0.978,0.978,0.978,0.978,0.977,0.976,0.974,0.971,0.955
0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.971,0.969,0.965,0.949
0.973,0.973,0.973,0.973,0.973,0.973,0.972,0.968,0.966,0.963,0.949
0.976,0.976,0.976,0.976,0.976,0.976,0.975,0.973,0.972,0.968,0.954
0.974,0.974,0.974,0.974,0.974,0.974,0.973,0.972,0.97,0.966,0.952
0.973,0.973,0.973,0.973,0.973,0.973,0.972,0.969,0.966,0.962,0.944
0.974,0.974,0.974,0.974,0.974,0.974,0.973,0.972,0.97,0.966,0.95
0.976,0.976,0.976,0.976,0.976,0.976,0.975,0.973,0.971,0.968,0.952
0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.97,0.967,0.964,0.95
0.974,0.974,0.974,0.974,0.974,0.974,0.973,0.97,0.966,0.962,0.945
0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.971,0.969,0.966,0.95
0.975,0.975,0.975,0.975,0.975,0.975,0.974,0.972,0.971,0.967,0.953
0.974,0.975,0.975,0.975,0.975,0.974,0.974,0.97,0.967,0.963,0.947
0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.973,0.971,0.966,0.95
0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.973,0.971,0.966,0.948
0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.972,0.97,0.967,0.95
