"-3","-2","-1","0","1"
0.978,0.978,0.978,0.979,0.979
0.974,0.974,0.974,0.974,0.971
0.97,0.97,0.971,0.971,0.966
0.96,0.96,0.96,0.961,0.963
0.967,0.967,0.967,0.968,0.967
0.935,0.935,0.935,0.935,0.934
0.981,0.981,0.981,0.981,0.981
0.981,0.981,0.981,0.98,0.972
0.972,0.972,0.972,0.973,0.974
0.965,0.965,0.965,0.966,0.967
0.968,0.968,0.968,0.969,0.964
0.954,0.954,0.954,0.954,0.939
0.981,0.981,0.981,0.981,0.981
0.965,0.965,0.965,0.966,0.965
0.978,0.978,0.978,0.978,0.973
0.967,0.967,0.967,0.968,0.967
0.94,0.94,0.94,0.941,0.956
0.977,0.977,0.977,0.978,0.978
0.975,0.975,0.975,0.976,0.978
0.989,0.989,0.989,0.989,0.986
0.983,0.983,0.983,0.983,0.98
0.96,0.96,0.96,0.96,0.96
0.97,0.97,0.97,0.969,0.958
0.975,0.975,0.975,0.976,0.977
0.951,0.951,0.951,0.952,0.96
0.979,0.979,0.979,0.979,0.966
0.973,0.973,0.973,0.973,0.97
0.979,0.979,0.979,0.98,0.981
0.976,0.976,0.976,0.977,0.977
0.968,0.968,0.968,0.969,0.966
