"-3","-2.5","-2","-1.5","-1","-0.5","0","0.5","1"
0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.904,0.904
0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.925,0.926
0.929,0.929,0.929,0.929,0.929,0.929,0.93,0.93,0.931
0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.951
0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.936
0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.938
0.939,0.939,0.939,0.939,0.939,0.939,0.939,0.94,0.941
0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.934
0.939,0.939,0.939,0.939,0.939,0.939,0.939,0.94,0.94
0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.936
0.929,0.929,0.929,0.929,0.929,0.928,0.928,0.928,0.926
0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.906,0.906
0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.931,0.932
0.949,0.949,0.949,0.949,0.949,0.949,0.95,0.951,0.955
0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.934
0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941
0.942,0.942,0.942,0.942,0.942,0.942,0.943,0.943,0.945
0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.933
0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927
0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.939,0.938
0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.92,0.918
0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.942,0.943
0.954,0.954,0.954,0.954,0.954,0.955,0.955,0.956,0.959
0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943
0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.938
0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.918,0.917
0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.932
0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.948,0.95
0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.928
0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.919
