"-3","-2.5","-2","-1.5","-1","-0.5","0","0.5","1"
0.81,0.81,0.81,0.81,0.81,0.81,0.811,0.811,0.809
0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.851,0.845
0.85,0.85,0.85,0.85,0.85,0.85,0.849,0.847,0.838
0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.82
0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.843
0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.853,0.849
0.841,0.841,0.841,0.841,0.841,0.841,0.84,0.839,0.831
0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.851,0.844
0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.825
0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.826
0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.868,0.862
0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.844
0.842,0.842,0.842,0.842,0.842,0.842,0.841,0.841,0.834
0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.811
0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.833
0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.817,0.811
0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.848,0.842
0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.824
0.848,0.848,0.848,0.848,0.848,0.847,0.847,0.847,0.84
0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.83,0.824
0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.843,0.836
0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.841,0.836
0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.844,0.836
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.826
0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.846,0.841
0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.833
0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.84
0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.814,0.81
0.845,0.845,0.845,0.845,0.845,0.845,0.844,0.843,0.835
0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.84
