"-3","-2.5","-2","-1.5","-1","-0.5","0","0.5","1"
0.955,0.955,0.956,0.946,0.956,0.948,0.93,0.92,0.847
0.969,0.969,0.97,0.96,0.969,0.96,0.94,0.929,0.857
0.968,0.968,0.968,0.961,0.969,0.959,0.946,0.937,0.889
0.963,0.963,0.963,0.955,0.965,0.956,0.941,0.93,0.876
0.963,0.963,0.964,0.954,0.962,0.952,0.936,0.922,0.861
0.96,0.96,0.96,0.963,0.961,0.95,0.933,0.921,0.853
0.956,0.958,0.959,0.948,0.947,0.948,0.928,0.914,0.83
0.963,0.964,0.965,0.955,0.965,0.957,0.942,0.929,0.861
0.954,0.954,0.954,0.941,0.958,0.947,0.929,0.912,0.842
0.966,0.967,0.967,0.958,0.969,0.958,0.944,0.935,0.876
0.964,0.965,0.965,0.955,0.969,0.959,0.944,0.93,0.871
0.961,0.962,0.962,0.949,0.96,0.953,0.936,0.92,0.854
0.952,0.953,0.953,0.944,0.956,0.946,0.927,0.916,0.848
0.964,0.964,0.965,0.955,0.965,0.956,0.941,0.927,0.869
0.952,0.962,0.963,0.956,0.962,0.953,0.937,0.926,0.866
0.952,0.96,0.961,0.95,0.963,0.953,0.937,0.93,0.866
0.961,0.961,0.962,0.951,0.965,0.956,0.939,0.924,0.859
0.958,0.959,0.96,0.95,0.956,0.947,0.929,0.919,0.845
0.966,0.966,0.966,0.957,0.965,0.954,0.938,0.929,0.86
0.968,0.968,0.968,0.961,0.961,0.96,0.944,0.934,0.865
0.961,0.963,0.963,0.954,0.953,0.951,0.935,0.92,0.854
0.955,0.966,0.967,0.959,0.966,0.957,0.941,0.931,0.867
0.958,0.959,0.959,0.948,0.96,0.95,0.933,0.924,0.862
0.957,0.958,0.959,0.953,0.96,0.95,0.933,0.926,0.856
0.964,0.965,0.965,0.958,0.967,0.957,0.943,0.932,0.868
0.954,0.956,0.956,0.944,0.958,0.948,0.932,0.917,0.866
0.961,0.961,0.961,0.948,0.963,0.952,0.936,0.922,0.861
0.963,0.964,0.965,0.955,0.966,0.957,0.943,0.928,0.871
0.962,0.962,0.962,0.966,0.965,0.954,0.936,0.925,0.843
0.965,0.965,0.966,0.956,0.968,0.959,0.942,0.93,0.859
