"-3","-2.5","-2","-1.5","-1","-0.5","0","0.5","1"
0.956,0.956,0.956,0.956,0.955,0.95,0.932,0.9,0.848
0.959,0.959,0.959,0.959,0.958,0.955,0.933,0.897,0.844
0.949,0.949,0.949,0.949,0.949,0.947,0.933,0.906,0.861
0.955,0.955,0.955,0.955,0.955,0.953,0.935,0.912,0.869
0.96,0.96,0.96,0.96,0.959,0.956,0.936,0.905,0.856
0.958,0.958,0.958,0.958,0.957,0.954,0.934,0.907,0.862
0.963,0.963,0.963,0.963,0.963,0.961,0.944,0.918,0.873
0.952,0.952,0.952,0.952,0.951,0.948,0.932,0.901,0.852
0.956,0.956,0.956,0.956,0.955,0.951,0.929,0.893,0.84
0.95,0.95,0.95,0.95,0.95,0.947,0.93,0.904,0.861
0.955,0.955,0.955,0.955,0.955,0.953,0.935,0.898,0.838
0.955,0.955,0.955,0.955,0.954,0.951,0.933,0.907,0.862
0.958,0.958,0.958,0.958,0.957,0.954,0.933,0.906,0.863
0.961,0.961,0.961,0.961,0.961,0.958,0.939,0.91,0.858
0.95,0.95,0.95,0.95,0.949,0.945,0.924,0.894,0.849
0.961,0.961,0.961,0.961,0.96,0.957,0.938,0.91,0.865
0.956,0.956,0.956,0.956,0.956,0.954,0.939,0.914,0.871
0.955,0.955,0.955,0.955,0.954,0.951,0.934,0.906,0.864
0.953,0.953,0.953,0.953,0.953,0.95,0.931,0.896,0.846
0.954,0.954,0.954,0.954,0.953,0.95,0.931,0.896,0.846
0.958,0.958,0.958,0.958,0.957,0.954,0.933,0.901,0.85
0.949,0.949,0.949,0.949,0.949,0.946,0.927,0.899,0.853
0.953,0.953,0.953,0.953,0.952,0.949,0.929,0.899,0.85
0.958,0.958,0.958,0.958,0.957,0.954,0.935,0.909,0.872
0.954,0.954,0.954,0.953,0.953,0.95,0.932,0.902,0.857
0.957,0.957,0.957,0.956,0.956,0.952,0.936,0.909,0.864
0.96,0.96,0.96,0.96,0.96,0.958,0.941,0.916,0.876
0.958,0.958,0.958,0.958,0.957,0.955,0.935,0.898,0.843
0.953,0.953,0.953,0.953,0.952,0.949,0.931,0.899,0.847
0.959,0.959,0.959,0.959,0.958,0.956,0.939,0.907,0.853
