"ref","1","2"
6215,0.657,0.812
3199,0.193,0.862
3675,0.775,0.792
3603,0.435,0.758
3632,0.667,0.776
1766,0.797,0.747
4760,-1.588,0.492
3184,0.682,0.823
3366,-0.03,0.686
5294,0.857,0.823
5404,0.646,0.756
3930,0.505,0.797
860,0.833,0.818
2240,0.288,0.633
85,0.386,0.755
2890,0.495,0.72
3478,0.673,0.852
4516,0.712,0.756
2298,0.659,0.711
3026,0.806,0.82
3862,0.634,0.828
965,0.888,0.833
5081,-1.055,0.629
51,0.56,0.775
1017,0.776,0.787
4753,0.548,0.808
5235,0.607,0.786
3028,0.574,0.762
5841,0.902,0.878
2761,0.451,0.74
1451,0.036,0.564
2265,0.886,0.598
2654,0.891,0.849
148,0.931,0.888
3810,0.271,0.758
5630,0.611,0.756
1589,0.44,0.665
1923,0.779,0.875
4923,-2.719,0.465
5625,0.607,0.769
3443,0.78,0.867
1610,0.214,0.766
1506,0.757,0.766
1485,0.864,0.815
2594,0.609,0.818
4980,-1.176,0.377
5900,0.618,0.796
4470,0.074,0.688
6262,0.4,0.705
6363,0.636,0.761
5048,0.08,0.713
4186,0.718,0.806
6245,0.912,0.879
6214,0.67,0.85
872,0.55,0.711
3002,0.686,0.836
1106,0.805,0.815
2120,-0.208,0.629
448,0.056,0.675
5952,0.675,0.825
3173,0.808,0.841
7834,0.908,0.846
853,0.71,0.764
1712,-1.114,0.614
4809,-0.171,0.681
150,0.904,0.904
6106,0.936,0.902
5970,0.669,0.805
3184,0.682,0.823
2623,0.58,0.756
3532,0.317,0.699
1785,0.078,0.818
3709,0.926,0.9
5267,0.803,0.835
3116,0.754,0.786
6089,0.568,0.764
3534,0.145,0.684
4282,0.471,0.701
2220,0.161,0.259
493,0.348,0.767
4560,0.42,0.809
1621,0.754,0.731
3604,0.582,0.673
4456,0.619,0.735
2150,-0.064,0.611
2008,0.271,0.809
2319,0.349,0.594
1977,0.122,0.676
6173,0.823,0.835
757,0.394,0.755
1904,0.549,0.815
2769,0.428,0.721
423,0.659,0.706
7407,0.413,0.739
1838,0.333,0.669
3688,0.079,0.724
2184,0.447,0.771
1744,0.853,0.868
5299,0.901,0.821
1480,0.557,0.66
1508,0.86,0.825
4613,0.422,0.759
869,0.489,0.602
300,0.642,0.837
744,0.78,0.75
413,0.239,0.74
893,0.339,0.641
7334,0.263,0.572
6911,0.905,0.847
5277,0.832,0.811
2869,0.567,0.765
145,0.899,0.818
4470,0.074,0.688
7501,0.585,0.788
1011,0.716,0.773
5444,0.857,0.82
4982,-0.547,0.556
1844,0.187,0.71
6295,0.48,0.74
4683,0.77,0.777
1118,0.922,0.85
7764,0.869,0.828
2796,0.898,0.847
3208,0.369,0.493
2048,0.517,0.691
5583,0.71,0.805
1878,0.822,0.791
6822,0.494,0.76
160,0.907,0.844
7390,0.395,0.701
7048,0.819,0.857
5260,0.918,0.866
6797,0.544,0.772
3707,0.927,0.831
7399,0.56,0.729
2529,0.837,0.754
2208,0.569,0.762
4705,0.928,0.891
7330,0.401,0.699
7786,0.35,0.73
6912,0.911,0.893
3566,0.612,0.787
7872,0.538,0.783
3284,0.665,0.805
4389,0.913,0.839
4061,0.457,0.741
7213,0.313,0.642
1510,-0.304,0.719
5176,0.475,0.775
4865,-1.879,0.478
4872,-0.765,0.444
4644,0.876,0.833
4355,0.605,0.766
2984,0.891,0.864
482,0.623,0.785
5337,-0.39,0.654
2759,0.564,0.733
5631,0.721,0.753
1411,0.568,0.666
2603,0.759,0.793
17,0.836,0.777
404,0.423,0.575
5927,0.822,0.856
2335,-0.06,0.753
2933,0.908,0.874
4421,0.46,0.64
3339,0.773,0.887
