"-3","-2","-1","0","1"
0.983,0.983,0.973,0.938,0.773
0.902,0.93,0.899,0.922,0.774
0.965,0.973,0.965,0.926,0.788
0.964,0.969,0.961,0.926,0.838
0.834,0.952,0.948,0.898,0.735
0.969,0.971,0.96,0.912,0.774
0.965,0.977,0.968,0.935,0.792
0.938,0.942,0.946,0.902,0.75
0.955,0.965,0.95,0.914,0.75
0.939,0.959,0.957,0.923,0.802
0.963,0.962,0.957,0.932,0.784
0.969,0.976,0.969,0.923,0.775
0.959,0.974,0.96,0.922,0.728
0.976,0.978,0.974,0.941,0.785
0.858,0.909,0.97,0.911,0.828
0.927,0.949,0.943,0.869,0.733
0.924,0.955,0.936,0.894,0.781
0.953,0.97,0.966,0.93,0.819
0.951,0.963,0.965,0.939,0.771
0.931,0.95,0.929,0.896,0.735
0.937,0.936,0.922,0.909,0.765
0.951,0.959,0.949,0.917,0.759
0.972,0.973,0.965,0.926,0.779
0.957,0.964,0.948,0.924,0.758
0.954,0.961,0.96,0.906,0.79
0.957,0.967,0.96,0.902,0.757
0.976,0.98,0.972,0.935,0.768
0.966,0.967,0.962,0.909,0.812
0.954,0.972,0.964,0.929,0.826
0.914,0.921,0.944,0.923,0.741
