"-3","-2","-1","0","1"
0.98,0.98,0.979,0.982,0.978
0.977,0.978,0.977,0.98,0.976
0.972,0.972,0.976,0.977,0.97
0.981,0.981,0.978,0.981,0.976
0.973,0.974,0.974,0.977,0.973
0.973,0.972,0.973,0.976,0.967
0.936,0.938,0.936,0.945,0.961
0.962,0.963,0.959,0.97,0.976
0.961,0.96,0.957,0.967,0.968
0.973,0.973,0.974,0.977,0.976
0.969,0.969,0.969,0.973,0.976
0.966,0.966,0.965,0.971,0.969
0.973,0.972,0.974,0.977,0.977
0.97,0.971,0.966,0.977,0.983
0.978,0.979,0.981,0.979,0.971
0.964,0.962,0.962,0.971,0.975
0.971,0.972,0.97,0.976,0.971
0.95,0.952,0.952,0.96,0.961
0.986,0.985,0.984,0.987,0.972
0.962,0.963,0.96,0.966,0.969
0.961,0.962,0.963,0.968,0.975
0.971,0.971,0.971,0.976,0.977
0.966,0.965,0.968,0.971,0.971
0.958,0.96,0.953,0.961,0.97
0.966,0.958,0.965,0.969,0.968
0.971,0.971,0.971,0.975,0.977
0.975,0.975,0.975,0.978,0.972
0.964,0.964,0.965,0.969,0.967
0.971,0.971,0.971,0.974,0.972
0.976,0.977,0.977,0.981,0.969
