0,0,0,0,0
0.248,0.245,0.247,0.256,0.233
0.432,0.415,0.349,0.392,0.431
0.432,0.472,0.564,0.564,0.49
0.454,0.56,0.51,0.573,0.506
0.582,0.586,0.454,0.512,0.552
0.604,0.575,0.636,0.611,0.558
0.637,0.57,0.622,0.642,0.581
0.633,0.58,0.674,0.609,0.673
0.752,0.716,0.65,0.66,0.743
0.787,0.704,0.689,0.758,0.707
0.73,0.702,0.729,0.768,0.725
0.734,0.666,0.764,0.749,0.714
0.738,0.704,0.709,0.753,0.752
0.695,0.693,0.779,0.744,0.743
0.715,0.74,0.772,0.339,0.762
0.677,0.79,0.808,0.742,0.79
0.806,0.822,0.805,0.71,0.736
0.802,0.81,0.789,0.822,0.838
0.811,0.812,0.841,0.834,0.841
0.861,0.844,0.85,0.867,0.846
0.857,0.85,0.856,0.886,0.853
0.878,0.874,0.879,0.87,0.868
0.88,0.863,0.884,0.893,0.862
0.872,0.901,0.907,0.877,0.873
0.891,0.922,0.893,0.872,0.871
0.906,0.895,0.888,0.92,0.885
0.872,0.923,0.895,0.925,0.89
0.895,0.921,0.904,0.901,0.921
0.896,0.912,0.921,0.915,0.897
0.904,0.912,0.913,0.916,0.918
0.927,0.914,0.922,0.884,0.915
0.916,0.932,0.871,0.92,0.921
0.913,0.915,0.934,0.899,0.917
0.924,0.903,0.898,0.914,0.923
0.916,0.924,0.911,0.901,0.924
0.922,0.928,0.908,0.918,0.891
0.924,0.92,0.921,0.91,0.919
