"-3","-2","-1","0","1"
0.92,0.921,0.927,0.923,0.89
0.936,0.936,0.937,0.93,0.897
0.927,0.928,0.93,0.926,0.89
0.939,0.94,0.937,0.933,0.892
0.929,0.929,0.934,0.931,0.896
0.93,0.93,0.942,0.937,0.906
0.942,0.942,0.93,0.928,0.897
0.931,0.932,0.933,0.93,0.89
0.935,0.935,0.929,0.925,0.888
0.935,0.935,0.941,0.937,0.901
0.941,0.941,0.938,0.933,0.898
0.93,0.931,0.935,0.932,0.899
0.933,0.933,0.938,0.935,0.895
0.933,0.933,0.926,0.922,0.887
0.929,0.93,0.935,0.932,0.897
0.939,0.94,0.93,0.925,0.892
0.928,0.928,0.936,0.933,0.899
0.932,0.932,0.935,0.932,0.902
0.935,0.936,0.937,0.934,0.897
0.927,0.927,0.923,0.916,0.879
